

ours
results/load9/rel_c1_ours_expire  26835.9912222
results/load91/rel_c1_ours_expire  20258.6081159
results/load92/rel_c1_ours_expire  24106.0423866
results/load93/rel_c1_ours_expire  20024.8639925
results/load94/rel_c1_ours_expire  20907.5709602
results/load8/rel_c1_ours_expire  12494.8558822
results/load81/rel_c1_ours_expire  16487.384156
results/load82/rel_c1_ours_expire  17122.4546818
results/load83/rel_c1_ours_expire  16884.3367352
results/load7/rel_c1_ours_expire  10569.7971679
results/load71/rel_c1_ours_expire  11305.118055
results/load72/rel_c1_ours_expire  10605.6586264
results/load73/rel_c1_ours_expire  11091.5051268
results/load74/rel_c1_ours_expire  11824.3848859
results/load6/rel_c1_ours_expire  10192.0330802
results/load5/rel_c1_ours_expire  10122.8598484
results/load4/rel_c1_ours_expire  8281.39881801
results/load41/rel_c1_ours_expire  9648.16733436
results/load42/rel_c1_ours_expire  6604.33384313
results/load43/rel_c1_ours_expire  6275.86095912
results/load44/rel_c1_ours_expire  9294.70795113
results/load45/rel_c1_ours_expire  9407.84973092
results/load46/rel_c1_ours_expire  6979.72899619
results/load3/rel_c1_ours_expire  6085.06442907
results/load31/rel_c1_ours_expire  5641.45443734
results/load32/rel_c1_ours_expire  5674.7701982
results/load33/rel_c1_ours_expire  5780.71814349
results/load34/rel_c1_ours_expire  5410.86993589


ours
results/load84/rel_c1_ours_expire  21936.0426437
results/load85/rel_c1_ours_expire  20465.1610074
results/load86/rel_c1_ours_expire  19592.618919
results/load87/rel_c1_ours_expire  20412.868054


ours
results/load84/rel_c1_ours  22441.5138655
results/load85/rel_c1_ours  21015.3441098
results/load86/rel_c1_ours  20151.4590004
results/load87/rel_c1_ours  20588.0232267


ours
results/load84/rel_c1_pdvfs  25433.7926397
results/load85/rel_c1_pdvfs  22918.2428068
results/load87/rel_c1_pdvfs  14513.0084119


ours
results/load84/rel_c1_ndvfs  26129.5929587
results/load85/rel_c1_ndvfs  23575.1480626
results/load86/rel_c1_ndvfs  22709.7048787
results/load87/rel_c1_ndvfs  15372.1620891


ours
results/load75/rel_c1_ndvfs  21380.8235762
results/load76/rel_c1_ndvfs  16554.0906602
results/load77/rel_c1_ndvfs  18269.3132066
results/load78/rel_c1_ndvfs  24257.053535
results/load61/rel_c1_ndvfs  22184.8842992
results/load62/rel_c1_ndvfs  17137.938939
results/load63/rel_c1_ndvfs  12800.6661266
results/load64/rel_c1_ndvfs  13114.718994
results/load65/rel_c1_ndvfs  17137.938939
results/load5/rel_c1_ndvfs  15152.6874189
results/load51/rel_c1_ndvfs  12585.9212469
results/load52/rel_c1_ndvfs  14790.0350956
results/load53/rel_c1_ndvfs  12424.1939375
results/load54/rel_c1_ndvfs  18193.0001924
results/load55/rel_c1_ndvfs  14674.0053301


ours
results/load75/rel_c1_pdvfs  19259.1328583
results/load76/rel_c1_pdvfs  12948.3585435
results/load77/rel_c1_pdvfs  14659.5155057
results/load78/rel_c1_pdvfs  22982.1297048
results/load61/rel_c1_pdvfs  18924.7847722
results/load62/rel_c1_pdvfs  12282.2710568
results/load63/rel_c1_pdvfs  9025.34268048
results/load64/rel_c1_pdvfs  8996.87748677
results/load65/rel_c1_pdvfs  12282.2710568
results/load5/rel_c1_pdvfs  11163.4211782
results/load51/rel_c1_pdvfs  10383.2711289
results/load52/rel_c1_pdvfs  10969.6437401
results/load53/rel_c1_pdvfs  14744.3941065
results/load54/rel_c1_pdvfs  14044.2449382
results/load55/rel_c1_pdvfs  10826.131314


ours
results/load75/rel_c1_ours  18730.0700049
results/load76/rel_c1_ours  13068.7984205
results/load77/rel_c1_ours  14656.3301203
results/load78/rel_c1_ours  19734.59417
results/load61/rel_c1_ours  16413.5740767
results/load62/rel_c1_ours  11827.7157083
results/load63/rel_c1_ours  8192.46547638
results/load64/rel_c1_ours  8393.52321062
results/load65/rel_c1_ours  11827.7157083
results/load5/rel_c1_ours  9697.77146796
results/load51/rel_c1_ours  9666.22222771
results/load52/rel_c1_ours  9465.73984115
results/load53/rel_c1_ours  13773.9533789
results/load54/rel_c1_ours  12975.1820704
results/load55/rel_c1_ours  9771.31836883


ours
results/load75/rel_c1_ours_expire  18550.816671
results/load76/rel_c1_ours_expire  13068.7984205
results/load77/rel_c1_ours_expire  14547.8115499
results/load78/rel_c1_ours_expire  19703.1419783
results/load61/rel_c1_ours_expire  16413.5740767
results/load62/rel_c1_ours_expire  11827.7157083
results/load63/rel_c1_ours_expire  8192.46547638
results/load64/rel_c1_ours_expire  8393.52321062
results/load65/rel_c1_ours_expire  11827.7157083
results/load5/rel_c1_ours_expire  9697.77146796
results/load51/rel_c1_ours_expire  9666.22222771
results/load52/rel_c1_ours_expire  9465.73984115
results/load53/rel_c1_ours_expire  13773.9533789
results/load54/rel_c1_ours_expire  12975.1820704
results/load55/rel_c1_ours_expire  9771.31836883


ours
results/load9/rel_c1_ours_all  27505.0917897
results/load91/rel_c1_ours_all  21051.5327545
results/load92/rel_c1_ours_all  24659.9743392
results/load93/rel_c1_ours_all  21111.75366
results/load94/rel_c1_ours_all  21807.5036732
results/load8/rel_c1_ours_all  14568.0606908
results/load81/rel_c1_ours_all  19117.827784
results/load82/rel_c1_ours_all  20014.8607778
results/load83/rel_c1_ours_all  19309.1462031
results/load7/rel_c1_ours_all  11246.7850054
results/load71/rel_c1_ours_all  12628.5356522
results/load72/rel_c1_ours_all  11665.5929993
results/load73/rel_c1_ours_all  12437.9734293
results/load74/rel_c1_ours_all  13263.5098685
results/load75/rel_c1_ours_all  18910.3387359
results/load76/rel_c1_ours_all  14380.1890671
results/load77/rel_c1_ours_all  15874.061247
results/load78/rel_c1_ours_all  19887.7238956
results/load6/rel_c1_ours_all  10655.6068508
results/load61/rel_c1_ours_all  16064.7433105
results/load62/rel_c1_ours_all  11312.5791695
results/load63/rel_c1_ours_all  8373.90797839
results/load64/rel_c1_ours_all  8666.36138912
results/load65/rel_c1_ours_all  11312.5791695
results/load5/rel_c1_ours_all  10258.311427
results/load51/rel_c1_ours_all  10008.0382956
results/load52/rel_c1_ours_all  10363.8854053
results/load53/rel_c1_ours_all  14651.4757862
results/load54/rel_c1_ours_all  13719.7435295
results/load55/rel_c1_ours_all  10380.4480849


ours
results/load84/rel_c1_ours_all  22441.5138655
results/load85/rel_c1_ours_all  21540.1144127
results/load86/rel_c1_ours_all  20571.1069672
results/load87/rel_c1_ours_all  20588.0232267


ours


ours
results/load9/rel_c1_ours_expire2  14646.7550462
results/load91/rel_c1_ours_expire2  20118.7315529
results/load92/rel_c1_ours_expire2  23739.9204567
results/load93/rel_c1_ours_expire2  18524.875103
results/load94/rel_c1_ours_expire2  16806.5272985
results/load8/rel_c1_ours_expire2  12494.8558822
results/load81/rel_c1_ours_expire2  16384.0264468
results/load82/rel_c1_ours_expire2  17012.1904009
results/load83/rel_c1_ours_expire2  16889.0747877
results/load84/rel_c1_ours_expire2  21063.3088433
results/load85/rel_c1_ours_expire2  19658.5017341
results/load86/rel_c1_ours_expire2  18567.8546588
results/load87/rel_c1_ours_expire2  19129.5310191
results/load7/rel_c1_ours_expire2  10569.7971679
results/load71/rel_c1_ours_expire2  11305.118055
results/load72/rel_c1_ours_expire2  10605.6586264
results/load73/rel_c1_ours_expire2  11091.5051268
results/load74/rel_c1_ours_expire2  11824.3848859
results/load75/rel_c1_ours_expire2  18077.8602363
results/load76/rel_c1_ours_expire2  12799.8723568
results/load77/rel_c1_ours_expire2  13930.4082069
results/load78/rel_c1_ours_expire2  19249.7262417
results/load6/rel_c1_ours_expire2  10192.0330802
results/load61/rel_c1_ours_expire2  16412.7875661
results/load62/rel_c1_ours_expire2  11827.7157083
results/load63/rel_c1_ours_expire2  8192.46547638
results/load64/rel_c1_ours_expire2  8393.52321062
results/load65/rel_c1_ours_expire2  11827.7157083
results/load5/rel_c1_ours_expire2  9697.77146796
results/load51/rel_c1_ours_expire2  9666.22222771
results/load52/rel_c1_ours_expire2  9465.73984115
results/load53/rel_c1_ours_expire2  13773.9533789
results/load54/rel_c1_ours_expire2  12975.1820704
results/load55/rel_c1_ours_expire2  9771.31836883


ours
results/load91/rel_c1_ours_no_reserve  20242.8616912
results/load92/rel_c1_ours_no_reserve  24148.055951
results/load93/rel_c1_ours_no_reserve  16067.5205221
results/load94/rel_c1_ours_no_reserve  15643.7847989
results/load8/rel_c1_ours_no_reserve  12236.3365641
results/load81/rel_c1_ours_no_reserve  14307.4612064
results/load82/rel_c1_ours_no_reserve  14789.9703652
results/load83/rel_c1_ours_no_reserve  15657.2802131
results/load84/rel_c1_ours_no_reserve  18928.7909742
results/load85/rel_c1_ours_no_reserve  16269.3857664
results/load86/rel_c1_ours_no_reserve  15621.7251931
results/load87/rel_c1_ours_no_reserve  15508.8634812
results/load7/rel_c1_ours_no_reserve  10507.8676431
results/load71/rel_c1_ours_no_reserve  11211.8617638
results/load72/rel_c1_ours_no_reserve  10421.0704858
results/load73/rel_c1_ours_no_reserve  11058.0756189
results/load74/rel_c1_ours_no_reserve  11697.2945978
results/load75/rel_c1_ours_no_reserve  13999.3758757
results/load76/rel_c1_ours_no_reserve  10594.6571994
results/load77/rel_c1_ours_no_reserve  11696.1788542
results/load78/rel_c1_ours_no_reserve  16219.986063
results/load6/rel_c1_ours_no_reserve  10158.2085508
results/load61/rel_c1_ours_no_reserve  14547.1289749
results/load62/rel_c1_ours_no_reserve  10968.3839733
results/load63/rel_c1_ours_no_reserve  8192.46547638
results/load64/rel_c1_ours_no_reserve  8393.52321062
results/load65/rel_c1_ours_no_reserve  10968.3839733
results/load5/rel_c1_ours_no_reserve  9697.77146796
results/load51/rel_c1_ours_no_reserve  9666.22222771
results/load52/rel_c1_ours_no_reserve  9465.73984115
results/load53/rel_c1_ours_no_reserve  11927.3435594
results/load54/rel_c1_ours_no_reserve  11643.5716403
results/load55/rel_c1_ours_no_reserve  9391.41496366
